   9.6484375e-01	   9.9218750e-01	   6.7968750e-01	
   9.5896140e-01	   9.8998162e-01	   6.7886029e-01	
   9.5307904e-01	   9.8777574e-01	   6.7803309e-01	
   9.4719669e-01	   9.8556985e-01	   6.7720588e-01	
   9.4131434e-01	   9.8336397e-01	   6.7637868e-01	
   9.3543199e-01	   9.8115809e-01	   6.7555147e-01	
   9.2954963e-01	   9.7895221e-01	   6.7472426e-01	
   9.2366728e-01	   9.7674632e-01	   6.7389706e-01	
   9.1778493e-01	   9.7454044e-01	   6.7306985e-01	
   9.1190257e-01	   9.7233456e-01	   6.7224265e-01	
   9.0602022e-01	   9.7012868e-01	   6.7141544e-01	
   9.0013787e-01	   9.6792279e-01	   6.7058824e-01	
   8.9425551e-01	   9.6571691e-01	   6.6976103e-01	
   8.8837316e-01	   9.6351103e-01	   6.6893382e-01	
   8.8249081e-01	   9.6130515e-01	   6.6810662e-01	
   8.7660846e-01	   9.5909926e-01	   6.6727941e-01	
   8.7072610e-01	   9.5689338e-01	   6.6645221e-01	
   8.6484375e-01	   9.5468750e-01	   6.6562500e-01	
   8.5896140e-01	   9.5248162e-01	   6.6479779e-01	
   8.5307904e-01	   9.5027574e-01	   6.6397059e-01	
   8.4719669e-01	   9.4806985e-01	   6.6314338e-01	
   8.4131434e-01	   9.4586397e-01	   6.6231618e-01	
   8.3543199e-01	   9.4365809e-01	   6.6148897e-01	
   8.2954963e-01	   9.4145221e-01	   6.6066176e-01	
   8.2366728e-01	   9.3924632e-01	   6.5983456e-01	
   8.1778493e-01	   9.3704044e-01	   6.5900735e-01	
   8.1190257e-01	   9.3483456e-01	   6.5818015e-01	
   8.0602022e-01	   9.3262868e-01	   6.5735294e-01	
   8.0013787e-01	   9.3042279e-01	   6.5652574e-01	
   7.9425551e-01	   9.2821691e-01	   6.5569853e-01	
   7.8837316e-01	   9.2601103e-01	   6.5487132e-01	
   7.8249081e-01	   9.2380515e-01	   6.5404412e-01	
   7.7660846e-01	   9.2159926e-01	   6.5321691e-01	
   7.7072610e-01	   9.1939338e-01	   6.5238971e-01	
   7.6484375e-01	   9.1718750e-01	   6.5156250e-01	
   7.5896140e-01	   9.1498162e-01	   6.5073529e-01	
   7.5307904e-01	   9.1277574e-01	   6.4990809e-01	
   7.4719669e-01	   9.1056985e-01	   6.4908088e-01	
   7.4131434e-01	   9.0836397e-01	   6.4825368e-01	
   7.3543199e-01	   9.0615809e-01	   6.4742647e-01	
   7.2954963e-01	   9.0395221e-01	   6.4659926e-01	
   7.2366728e-01	   9.0174632e-01	   6.4577206e-01	
   7.1778493e-01	   8.9954044e-01	   6.4494485e-01	
   7.1213235e-01	   8.9719669e-01	   6.4439338e-01	
   7.0670956e-01	   8.9471507e-01	   6.4411765e-01	
   7.0128676e-01	   8.9223346e-01	   6.4384191e-01	
   6.9586397e-01	   8.8975184e-01	   6.4356618e-01	
   6.9044118e-01	   8.8727022e-01	   6.4329044e-01	
   6.8501838e-01	   8.8478860e-01	   6.4301471e-01	
   6.7959559e-01	   8.8230699e-01	   6.4273897e-01	
   6.7417279e-01	   8.7982537e-01	   6.4246324e-01	
   6.6875000e-01	   8.7734375e-01	   6.4218750e-01	
   6.6332721e-01	   8.7486213e-01	   6.4191176e-01	
   6.5790441e-01	   8.7238051e-01	   6.4163603e-01	
   6.5248162e-01	   8.6989890e-01	   6.4136029e-01	
   6.4705882e-01	   8.6741728e-01	   6.4108456e-01	
   6.4163603e-01	   8.6493566e-01	   6.4080882e-01	
   6.3621324e-01	   8.6245404e-01	   6.4053309e-01	
   6.3079044e-01	   8.5997243e-01	   6.4025735e-01	
   6.2536765e-01	   8.5749081e-01	   6.3998162e-01	
   6.1994485e-01	   8.5500919e-01	   6.3970588e-01	
   6.1452206e-01	   8.5252757e-01	   6.3943015e-01	
   6.0909926e-01	   8.5004596e-01	   6.3915441e-01	
   6.0367647e-01	   8.4756434e-01	   6.3887868e-01	
   5.9825368e-01	   8.4508272e-01	   6.3860294e-01	
   5.9283088e-01	   8.4260110e-01	   6.3832721e-01	
   5.8740809e-01	   8.4011949e-01	   6.3805147e-01	
   5.8198529e-01	   8.3763787e-01	   6.3777574e-01	
